,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
427,0.6114,Thu Apr 05 11:51:32 +0000 2018,0.0,0.762,0.238,"@Reds1793 Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/gvp6gfHxm0",428
428,0.6114,Thu Apr 05 11:42:36 +0000 2018,0.0,0.75,0.25,"@corekensington Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecti… https://t.co/7rzmXk6Vif",429
429,0.6114,Thu Apr 05 11:41:58 +0000 2018,0.0,0.762,0.238,"@FoundryFit Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting a… https://t.co/AC1dpR7Fnw",430
430,0.6114,Thu Apr 05 11:41:03 +0000 2018,0.0,0.762,0.238,"@WH_Cycling Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting a… https://t.co/7WGIOJXEYK",431
431,0.8655,Wed Apr 04 20:58:05 +0000 2018,0.0,0.532,0.468,"Happy Wednesday! Give yourself a midweek treat and sign up for your favorite class 
https://t.co/C7lKzrwFNa",432
432,0.7177,Wed Apr 04 14:42:49 +0000 2018,0.0,0.667,0.333,@caliston_media Thanks for reaching out! If you have created an account at https://t.co/xiTkVJw33l and have submitt… https://t.co/K3NQMIunCL,433
433,0.6705,Tue Apr 03 20:09:04 +0000 2018,0.0,0.756,0.244,Have you heard that the #Mediterraneandiet is good for your health? @BritandCo explains why it helps your heart https://t.co/HpO0F1htwn,434
434,0.4404,Mon Apr 02 21:21:04 +0000 2018,0.0,0.868,0.132,RT @stollmeyer: Thrilled that @GetBooker is now officially part of the @mindbodyonline family. Close of our acquisition was announced today…,435
435,0.7543,Sun Apr 01 18:28:00 +0000 2018,0.0,0.668,0.332,"We know drinking water is important, but were you aware of these three surprising benefits of water? https://t.co/VciOfULhLX",436
436,0.0772,Sun Apr 01 15:28:34 +0000 2018,0.152,0.684,0.163,@CoachSantosPN Hello Tommy and thank you for reaching out. We are sorry to hear you are having trouble. We would lo… https://t.co/HccJZtj5Fp,437
437,0.3818,Fri Mar 30 21:26:00 +0000 2018,0.0,0.841,0.159,Traveling this spring and want to make sure you keep your skin moisturized after a long flight? Check out this flig… https://t.co/Y6gUfxWpZE,438
438,0.0,Fri Mar 30 18:26:00 +0000 2018,0.0,1.0,0.0,"As Nutrition month is coming to an end, take a look at these 5 nutritional tweaks dietitians suggest everyone make… https://t.co/uFgMjbAAtQ",439
439,-0.4199,Thu Mar 29 21:00:01 +0000 2018,0.189,0.811,0.0,Ever wonder what makes your muscles sore? @runnersworld is explaining it all! https://t.co/EsZxE075N2,440
440,0.6962,Thu Mar 29 18:24:00 +0000 2018,0.0,0.767,0.233,Did you know that the most productive and highly efficient people devote at least 30 minutes a day to reading? Want… https://t.co/8bUGADPnPs,441
441,0.7351,Wed Mar 28 22:00:01 +0000 2018,0.0,0.754,0.246,"This Words of Wisdom Wednesday is brought to you by one of our favorites, Emily Dickinson: ""Forever is composed of… https://t.co/gfSXrAWM7m",442
442,0.5411,Wed Mar 28 19:00:03 +0000 2018,0.0,0.791,0.209,Feeling that Wednesday slump and need some tips to help focus throughout the work week? Check these out! https://t.co/waS3waUwAE,443
443,0.5574,Tue Mar 27 23:30:00 +0000 2018,0.0,0.787,0.213,Preparing for a wedding and want some tips to make your skin look flawless? Meghan Markle's facialist suggests some… https://t.co/cyk1ajVFZA,444
444,0.8151,Tue Mar 27 21:00:03 +0000 2018,0.0,0.692,0.308,"Need some motivation today? Check out this adorable 93 year old, who's exercise routine will be sure to make you sm… https://t.co/22PfZjoauw",445
445,0.3612,Tue Mar 27 13:06:21 +0000 2018,0.0,0.889,0.111,@maryann1385 Hello Maryann. Sounds like you have been updated to the new version of the MINDBODY® App. There are so… https://t.co/ACtqGVBBtb,446
446,0.8192,Tue Mar 27 00:00:00 +0000 2018,0.0,0.69,0.31,"Is your team ready? Friday is the last day to get the special early bird price of $299 for BOLD 2018.

https://t.co/I9YFVR1abN",447
447,0.7096,Mon Mar 26 18:36:11 +0000 2018,0.044,0.746,0.21,"@thecompoundd We are sorry you feel that way, we are always here if you would like to talk and would be happy to he… https://t.co/Ziba8qQEV5",448
448,0.6705,Mon Mar 26 18:15:42 +0000 2018,0.136,0.576,0.288,"@thecompoundd Hello, thank you for reaching out. We are sorry to hear you are having trouble. We would love to assi… https://t.co/8YCNpswwvF",449
449,0.0,Sun Mar 25 22:09:04 +0000 2018,0.0,1.0,0.0,"As #NutritionMonth is coming to an end, take a look at these 5 nutritional tweaks dietitians suggest everyone make… https://t.co/WniVJ0aIlb",450
450,0.1531,Sat Mar 24 00:13:53 +0000 2018,0.108,0.755,0.137,Welcoming new customers to your business is critical for #CustomerExperience and #retention. Try these three ways t… https://t.co/R5NBiStWpn,451
451,0.0,Fri Mar 23 13:39:24 +0000 2018,0.0,1.0,0.0,@maruanfaraj Hallo Maruan. Vielen Dank für deine Nachricht. Unser deutschsprachiges Team steht dir gerne zur Verfüg… https://t.co/ViCxOnHj4I,452
452,0.516,Thu Mar 22 00:10:59 +0000 2018,0.0,0.808,0.192,What's new at BOLD 2018? Our #3 new addition is on site MINDBODY Certification Training.,453
453,0.7506,Wed Mar 21 17:28:36 +0000 2018,0.0,0.697,0.303,@jamesarosen Thanks for reaching out to us. We appreciate you bringing this to our attention. We are constantly str… https://t.co/FkLeLOsKFK,454
454,0.6117,Tue Mar 20 00:43:10 +0000 2018,0.0,0.778,0.222,We’re so excited for BOLD we can’t help but give you a sneak peek. Stay tuned over the next four days as we reveal… https://t.co/bjh2iUbsFr,455
455,0.5551,Sat Mar 17 21:02:07 +0000 2018,0.0,0.456,0.544,@lafeedufeu You're very welcome!,456
456,0.6114,Sat Mar 17 08:49:13 +0000 2018,0.0,0.792,0.208,"@lafeedufeu Hello, thanks for reaching out to us! It all depends on your preferred platform, any business on the ap… https://t.co/X6uLIqlSlD",457
457,0.0,Fri Mar 16 23:50:02 +0000 2018,0.0,1.0,0.0,"Are a new athlete and wondering what you should be eating? Take a look at these 5 #nutritiontips 
https://t.co/UG1JT9LEok",458
458,0.7906,Fri Mar 16 14:55:59 +0000 2018,0.0,0.714,0.286,"@DaveVoyles Hello Dave, thank you for reaching out. We will be happy to inform the team of your feedback on how to… https://t.co/1j5PuzZ4JD",459
459,0.128,Thu Mar 15 01:20:46 +0000 2018,0.16,0.7,0.14,Did you know that people who demonstrate positive emotions are less likely to become ill after being exposed to a c… https://t.co/TADpEiknOR,460
460,0.743,Wed Mar 14 15:04:08 +0000 2018,0.0,0.672,0.328,"@KatieWiggins301 Hi Katie, we certainly appreciate your concern as well as you taking your time to reach out. If yo… https://t.co/JUWlJeEF6S",461
461,0.9359,Wed Mar 14 12:32:49 +0000 2018,0.0,0.511,0.489,"@MaxOnThePlane You're very welcome, we are happy to help. If you have any future inquiries please feel free to reac… https://t.co/ewmj2rCFwT",462
462,0.5574,Wed Mar 14 12:27:20 +0000 2018,0.0,0.781,0.219,"@MaxOnThePlane Hi Max, Thank you for reaching out. We do have a feature as of now to show the number of open Class… https://t.co/QYQt0hrcxd",463
463,0.8334,Wed Mar 14 04:30:11 +0000 2018,0.0,0.389,0.611,@the_ellie_ann You're very welcome! Have a wonderful day!,464
464,0.5106,Wed Mar 14 02:19:41 +0000 2018,0.0,0.798,0.202,"@the_ellie_ann Hello Ellie,
Thank you for reaching out. The Invoice Report can be searched within a browser using C… https://t.co/OC2zjHiVNF",465
465,0.7818,Tue Mar 13 23:26:55 +0000 2018,0.0,0.671,0.329,"“Together, we intend to offer the most robust and advanced business management platform for the wellness services a… https://t.co/rqBnUsboQs",466
466,0.5574,Mon Mar 12 20:28:36 +0000 2018,0.0,0.787,0.213,RT @stollmeyer: Excited to join @jnmccarter in announcing @mindbodyonline plans to acquire @GetBooker. Looking forward to joining our teams…,467
467,0.0,Mon Mar 12 07:24:50 +0000 2018,0.0,1.0,0.0,@daniquinnjames Hello Dani! Are you receiving our marketing emails and unsubscribe from them? Can you DM us your em… https://t.co/IjgnPjx6fM,468
468,0.6249,Fri Mar 09 16:00:01 +0000 2018,0.0,0.683,0.317,See how @yogaheightsdc starting using dynamic pricing to attract new students #setitandforgetit… https://t.co/HY3511s86k,469
469,0.5719,Fri Mar 09 00:14:57 +0000 2018,0.0,0.764,0.236,"Happy #internationalwomensday. Here's a playlist from @Refinery29 to amp up your #girlpower workout.

https://t.co/8WBuqZWpMl",470
470,0.6808,Wed Mar 07 13:38:23 +0000 2018,0.0,0.789,0.211,"@daglar Hi David, we will be sending your feedback to our design teams as we truly do appreciate you taking your ti… https://t.co/aYwz4pAsNK",471
471,0.0366,Wed Mar 07 01:32:32 +0000 2018,0.141,0.752,0.107,"@MelCaines Hi Melanie, 
We are sorry to hear that our MINDBODY® software and support are not to your liking. If the… https://t.co/5YaMiu2MV5",472
472,0.4404,Tue Mar 06 19:41:26 +0000 2018,0.0,0.873,0.127,@daglar Hi David. We are constantly looking for ways to improve our services and products and your feedback is grea… https://t.co/5FMbvSqmvP,473
473,0.4019,Tue Mar 06 01:10:13 +0000 2018,0.0,0.876,0.124,@jenatang We appreciate your patience. We have received your request and it is currently being reviewed by our team… https://t.co/aULTY9lMSs,474
474,0.1779,Mon Mar 05 22:22:34 +0000 2018,0.0,0.881,0.119,"Feeling overwhelmed by tax season? Sign up for our live #webinar on Thursday, March 8th and learn how to keep accou… https://t.co/U06dhdgt7x",475
475,0.6696,Mon Mar 05 19:44:59 +0000 2018,0.0,0.4,0.6,"@justlikeom Love it, @justlikeom !",476
476,0.8934,Mon Mar 05 19:16:43 +0000 2018,0.0,0.592,0.408,@theUcane Hello and thank you for contacting MINDBODY. We would love to help out. Please DM us your site ID/Studio… https://t.co/E0cEI6sUcH,477
477,0.8047,Mon Mar 05 19:01:56 +0000 2018,0.0,0.674,0.326,"Running a service-based business can be draining, but these three offerings provide a powerful platform to help you… https://t.co/cKjX7kJ85O",478
478,0.765,Mon Mar 05 17:51:03 +0000 2018,0.0,0.734,0.266,"@jenatang Hello Jena, we would love to get you in touch with the department you are trying to reach. Please DM us y… https://t.co/MKjEmPpLFh",479
479,0.7644,Mon Mar 05 01:31:47 +0000 2018,0.114,0.551,0.334,Here are some great tips by @runnersworld to beat your tired brain and have a great workout! https://t.co/b7cXdqzBNr,480
480,0.8655,Fri Mar 02 01:47:13 +0000 2018,0.0,0.614,0.386,March is National Nutrition Month! Shape has a 30 day clean eating challenge with some great ways to make sure you… https://t.co/quvbtwboXg,481
481,0.5994,Wed Feb 28 23:35:00 +0000 2018,0.0,0.726,0.274,.@ConsumerReports shares some tips on which foods will keep your heart healthy during #HeartMonth https://t.co/68wceiNXJn,482
482,0.4215,Wed Feb 28 20:45:17 +0000 2018,0.0,0.851,0.149,"Being a yoga studio in Washington, D.C. offers a unique opportunity for activism. @yogaheightsdc rises to the chall… https://t.co/U8rNsVMKwF",483
483,0.6249,Wed Feb 28 02:24:13 +0000 2018,0.0,0.746,0.254,RT @awestpatterson: Wellness business owners listening to @sadienardini share Facebook marketing techniques at the #BoldTour LA. @mindbodyo…,484
484,0.8906,Wed Feb 28 02:23:10 +0000 2018,0.0,0.564,0.436,"RT @sandyabrams: Thanks, Sadie! @sadienardini Your enthusiasm for connection &amp; bringing value through social media is inspiring! What a tre…",485
485,0.0,Wed Feb 28 01:40:32 +0000 2018,0.0,1.0,0.0,How are your New Year's resolutions going? Read this @Shape_Magazine article to brainstorm ways to meet your goals… https://t.co/ehqSCdFl5o,486
486,0.6815,Tue Feb 27 01:35:09 +0000 2018,0.0,0.752,0.248,A little inspiration for your Monday night: “Do something today that your future self will thank you for.” -Unknown #MotivationalMonday,487
487,0.8016,Sun Feb 25 16:44:47 +0000 2018,0.0,0.647,0.353,"@human_millipede Hi Millie, 
Thanks for reaching out today! These notifications can be pretty handy. Take a look at… https://t.co/k5QF4iOGnc",488
488,0.7003,Sun Feb 25 14:28:33 +0000 2018,0.0,0.714,0.286,@AshBaxUN Hello Ashley and thank you for reaching out. We will submit your feedback to our development team. Thank you,489
489,0.7269,Sat Feb 24 21:06:12 +0000 2018,0.0,0.693,0.307,"@jameswoollard Hi James, Thanks for the feedback. Currently businesses have the ability to allow clients to be plac… https://t.co/x4A0Mph3Fl",490
490,0.765,Sat Feb 24 00:00:01 +0000 2018,0.0,0.761,0.239,We all know that the perfect playlist can make your run or workout that much better. Need some new tunes? Check out… https://t.co/eLuDDe6NVg,491
491,0.2732,Fri Feb 23 21:39:09 +0000 2018,0.0,0.877,0.123,"What does @JeanetteJenkins think about lofty fitness goals? Read this @Essence article to learn more, https://t.co/V3ZVNGas8d",492
492,0.7906,Fri Feb 23 15:06:47 +0000 2018,0.0,0.692,0.308,"@sixfishesphilly Hello Cara, thank you for reaching out. We are happy to discuss your account in more detail with y… https://t.co/AzOeTUi98x",493
493,0.0,Thu Feb 22 21:00:11 +0000 2018,0.0,1.0,0.0,RT @stollmeyer: Prepping for @mindbodyonline earnings call https://t.co/blXFt2Im6E,494
494,0.4199,Thu Feb 22 20:59:26 +0000 2018,0.0,0.417,0.583,@elevatearena Thank you!,495
495,0.8462,Thu Feb 22 18:01:45 +0000 2018,0.0,0.612,0.388,We're so excited to share that MINDBODY has been included in @FastCompany's list of Top 10 Most Innovative Companie… https://t.co/ADc2MbtAp4,496
496,0.0,Thu Feb 22 00:52:59 +0000 2018,0.0,1.0,0.0,"What do you prefer to listen to while working out, music or podcasts? #ExerciseTheMind",497
497,0.7717,Wed Feb 21 20:20:35 +0000 2018,0.0,0.7,0.3,"@apolaine Thanks for reaching out Andy. We'd be glad to submit a software request to our development team, as we ar… https://t.co/uyQ7arwAYV",498
498,0.7959,Tue Feb 20 22:30:41 +0000 2018,0.0,0.616,0.384,Welcome @FitnessMetrix to the MINDBODY Family! Their state-of-the-art fitness tracking technology can help drive re… https://t.co/F4RD4DPGK4,499
499,0.8261,Tue Feb 20 15:38:23 +0000 2018,0.0,0.686,0.314,"@meghandono Hi there, thanks for reaching out. We are always more than happy to pass along some feedback on your be… https://t.co/GnbYhwzUpR",500
500,0.7096,Mon Feb 19 15:43:02 +0000 2018,0.0,0.711,0.289,"@filtercoffee123 Hi Matt, thank you for reaching out. You can update, add or remove your credit card information fr… https://t.co/8TO3xjqO13",501
501,0.5106,Mon Feb 19 13:34:35 +0000 2018,0.0,0.798,0.202,"@RealStephLuongo Hi Stephanie, thank you for reaching out. We have restructured our Packages this year along with a… https://t.co/Ne0wZAEdA9",502
502,0.6249,Sun Feb 18 17:02:35 +0000 2018,0.0,0.814,0.186,"@bettinaswig Hi Bettina, that's a great idea. We will submit this as a feature request to our development and desig… https://t.co/R5Fz4hlEvz",503
503,0.4019,Sun Feb 18 17:00:03 +0000 2018,0.0,0.847,0.153,"Sunday meal prepper? Add some flavor to your healthy homemade dishes, without the added calories: https://t.co/TKrdbVPs1b",504
504,0.7003,Sun Feb 18 15:29:20 +0000 2018,0.0,0.726,0.274,"@dfreddy76 Hi David, thank you for reaching out. If you would like to DM us your preferred contact information and… https://t.co/GOsNBm14yJ",505
505,0.4588,Sat Feb 17 14:20:00 +0000 2018,0.0,0.842,0.158,Let's continue Random Acts of Kindness everyday -- not just today (on National #randomactsofkindnessday). Here are… https://t.co/ivBbWUACsB,506
506,0.5551,Sat Feb 17 00:11:33 +0000 2018,0.0,0.456,0.544,@jcwiltshire74 You're very welcome!,507
507,0.7334,Fri Feb 16 23:05:05 +0000 2018,0.0,0.764,0.236,"@jcwiltshire74 Hi Julie, 
Thanks for getting back to us. You are more than welcome to send us your email info. One… https://t.co/EARQ4IaDXL",508
508,0.6124,Fri Feb 16 22:17:22 +0000 2018,0.0,0.783,0.217,"@jcwiltshire74 Hi Julie,
It looks like you have a profile at both locations. it looks like each location is indepen… https://t.co/JuQ3VWO4aP",509
509,0.1027,Fri Feb 16 21:00:00 +0000 2018,0.206,0.562,0.231,Happy Fri-yay. How do you unwind from a stressful work week? https://t.co/6QImvueXaz,510
510,0.6239,Fri Feb 16 17:35:00 +0000 2018,0.0,0.759,0.241,Wondering if it's better to workout before heading into the office or after? @MensHealthUK sets us straight! https://t.co/UPJRJeU9EA,511
511,0.4404,Thu Feb 15 22:21:39 +0000 2018,0.0,0.674,0.326,"Thanks for joining us, Arianna #MakeAmericaWell https://t.co/7jJ3VvVua3",512
512,0.0,Thu Feb 15 20:00:00 +0000 2018,0.0,1.0,0.0,3 pieces of advice from a #Salon changing the industry one curl at a time @Ouidad https://t.co/lHprM9tb24,513
513,0.7184,Thu Feb 15 18:41:09 +0000 2018,0.0,0.731,0.269,"""I use it when I want to try a new class or work out in my neighborhood.” Thanks for sharing the #MINDBODY love,… https://t.co/6VPHaeXbfc",514
514,0.8225,Thu Feb 15 15:42:26 +0000 2018,0.0,0.719,0.281,@jonnyweeno We would love to look into this for you. Feel free to DM us your email address and we will reach out to… https://t.co/xDtEqQkmq1,515
